Rodent species,Zoonotic reservoir,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,ln.max.long,ln.litter.size,ln.litters.yr,ln.body.mass,ln.production,mean.prevalence,IUCN_binomial,Neotropic,Nearctic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Antarctic
Lemniscomys_mittendorfi,0,3,3.7340918,111,15.88705,130.99766,76.75904,64.4361127,2.923,71.84497,3.42802616,1,0.00254119,-6.0544688,40.08883,2.53321,4.63102,52.3398829,40.18033,6.02566638,11.31766,4.29987539,1.3905,5.058,1,2.092,26.56852,21.57949,93.88798,47.45076,3.7272063,8.73536,54.45124,8.77215319,6.91,6.07,6.49,10.87,10.05,10.46,38,4.18980625,38,0.08,152.75,219.99,1162.01,1509.99,0.75179325,5.33311835,0.05963877,0.08121385,0.59334551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.95775866,0.92948727,1.53277715,1.31750463,2.46226442,0.21114205,Lemniscomys mittendorfi,0,0,0,1,0,0,0,0
Lemniscomys_rosalia,0,1.105,3.91042172,107.904964,14.4066857,111.91953,61.29,50.53,3.18,70.97196,3.23725375,1.65,0.00239783,-6.0485962,32.4592,3.78736,3.13459,43.30819,32.85585,5.85535723,7.72777,4.1983255,1.49535,6.189,1.253,1.995,24.9257,14.4948461,83.7929,33.72162,3.7657763,6.42369,49.7964427,14.7778414,-0.69,-29.78,-15.23,38.77,11.71,25.24,0,3.3833728,1,0.14,62.51,210.52,753.02,1443.15,0.65481855,5.55945904,0.05437981,0.08512122,0.38359052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.76834176,1.33166921,1.14249838,1.36364523,2.47416759,0.23035692,Lemniscomys rosalia,0,0,0,1,0,0,0,0
Lemniscomys_roseveari,0,1.317,3.86667118,111.8888,16.46188,133.31057,64.32338,60.1991027,3.015,67.84602,3.37406594,1.463,0.00323019,-5.9406989,35.628355,3.10508,4.04725,54.1124,35.20072,6.00438138,7.70599,4.35396803,2.04225,4.76,1.196,2.043,25.12814,18.2347861,87.42265,37.39931,3.6594963,6.31031,46.0134127,9.63104805,-12.03,-13.96,-12.99,26.96,23.31,25.13,2,1.57897871,2,0.2,94.37,206.19,841.21,1486.33,0.70740895,5.50493458,0.05688288,0.08518895,0.51615012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.99106337,1.13303948,1.39803764,1.35239398,2.53107712,0.20925071,Lemniscomys roseveari,0,0,0,1,0,0,0,0
Lemniscomys_striatus,0,1.463,3.77620328,102.79,7,114.37601,68.37281,52.28021,3.64874074,109.43346,3.2248579,1.74,0.00211503,-6.1981812,22,4.64,1.5,30,37.61669,6.53413761,8.98955,4.39888375,1.45675,7.371,1.51875,1.75,27.28,15.81,103.59004,85.7504,3.70506857,7.80408,61.3696027,15.8110518,13.56,-11.57,0.99,40.47,-16.77,11.84,0,3.70401434,1,0.13,117.9,243.85,1126.28,1565.3,0.40155686,7.02666667,0.0904,0.10214064,0.35218252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.40119738,1.53471437,0.40546511,1.32871908,1.94017947,0.27637148,Lemniscomys striatus,0,0,0,1,0,0,0,0
Lemniscomys_zebra,0,1.067,3.72115895,101.67156,16.0155457,125.07788,44.73672,38.36,3.53188889,72.96955,3.23539116,1.465,0.0030534,-5.890543,35.90455,3.99503,3.97949,52.3178,36.695,5.9373245,12.42887,4.33228305,1.18025,6.449,1.32175,1.957,26.18055,12.8678961,83.31691,27.92304,3.7190163,7.88253,55.1326527,15.3666147,17.69,-5.66,6.01,40.41,-17.17,11.62,0,3.64805746,1,0.11,77.11,258.58,826.63,1630.8,0.72501312,5.48712528,0.05284113,0.08358759,0.31457851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.95733666,1.38505109,1.38115367,1.31403517,2.76620476,0.20976073,Lemniscomys zebra,0,0,0,1,0,0,0,0
Lophuromys_brevicaudus,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Lophuromys brevicaudus,0,0,0,1,0,0,0,0
Lophuromys_chrysopus,0,1.953,3.83282632,112.65344,13.73223,93.80527,62.38729,47.2371,2.883,77.23973,3.11743407,1.364,0.0011305,-6.8552781,30.87024,4.66507,5.20713,43.00239,35.8073,7.87176718,17.72492,4.03576138,1.77384091,7.773,1.223,1.863,21.49869,14.75671,87.25954,38.31536,4.09732,7.61887,51.9148727,13.0777445,13.04,4.81,8.93,44.38,34.99,39.68,3,4.25419326,4,0.14,85.07,175.16,931.43,1451.82,0.78390715,5.53275348,0.04909949,0.07924979,0.44061077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7612557,1.54010284,1.65002884,1.34360247,3.19013168,0.23702835,Lophuromys chrysopus,0,0,0,1,0,0,0,0
Lophuromys_dieterleni,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Lophuromys dieterleni,0,0,0,1,0,0,0,0
Lophuromys_eisentrauti,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Lophuromys eisentrauti,0,0,0,1,0,0,0,0
Lophuromys_flavopunctatus,1,1.694,4.04427859,122.1,5.75,123.8379,101.52886,85.8775027,2.65874074,131.05871,3.42426266,1.605,0.00260648,-6.3097709,51.48533,2.3,4.73816,55.92527,48,6.72854488,14.23879,4.11120168,2.46398,4.218,1.519,1.751,42.72,15.49,116.29152,139.52272,3.47012,9.25601,80.3071627,9.60951058,-0.1253,-3.8714437,-1.9799763,46.69983,40.17503,43.91672,43.455,4.83702933,53.994,0.11460459,106.3217,198.39121,1181.73293,1487.74,0.66156014,2.38307692,0.05033718,0.07676469,0.81291336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.02401634,0.83290912,1.55564888,1.39730319,2.388558,0.20785908,Lophuromys flavopunctatus,0,0,0,1,0,0,0,0
Lophuromys_huttereri,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Lophuromys huttereri,0,0,0,1,0,0,0,0
Lophuromys_luteogaster,0,1.614,4.47876451,152.3207,12.78522,147.19725,131.45167,151.919143,2.58514074,79.99214,3.65570943,1.478,0.00311569,-6.0101263,65.24437,1,3.72416,50.7061,54.083325,5.17445803,5.52264,4.4973632,1.52936,4.534,1.674,1.666,23.62441,70.516565,126.36755,133.284382,3.0132263,10.03389,97.6861027,11.7085376,2.86,-2.57,0.14,29.98,26.88,28.43,1,3.51779453,1,0.18,139.9,223.67,1510.3,1588.99,0.50660787,5.24181635,0.07144205,0.09748439,0.90302976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.92604622,0,1.31484132,1.49934723,1.31484132,0.20858729,Lophuromys luteogaster,0,0,0,1,0,0,0,0
Lophuromys_medicaudatus,0,1.703,4.25296171,123.9967,12.75558,118.23493,87.70557,78.9040927,2.42074074,75.661,3.39556756,1.463,0.00202286,-6.2016147,42.4561,2.3886,4.75039,46.70512,44.78893,6.10567301,10.65083,4.24667168,1.63235,4.494,1.422,2.034,21.51082,21.88523,102.796,61.65809,3.7778363,7.87802,57.8658327,10.7132253,-1.31,-4.92,-3.11,29.91,28.24,29.07,7,4.98106916,17,0.11,100.43,185.72,1342.4,1526.61,0.72418714,4.56780865,0.05123616,0.08002416,0.69157504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8438538,0.87070742,1.55822672,1.44761561,2.42893414,0.22410201,Lophuromys medicaudatus,0,0,0,1,0,0,0,0
Lophuromys_melanonyx,0,1.777,2.32238772,84.9393682,12.43409,86.94942,39.7946,25.53107,3.191,74.33093,3.17148584,1.499,0.00139001,-6.7513348,27.81024,3.91023,5.94421,39.51425,34.84406,7.37753883,16.8157,3.84980721,2.01234091,6.664,1.529,1.9,19.44656,8.92526,88.21402,53.88264,4.26949429,7.8571,56.1970327,9.88160026,7.93,5.99,6.96,40.04,38.99,39.52,5,4.03812688,5,0.13,68.76,34.35,976.37,1404.45,0.81600189,4.52692204,0.05500946,0.07585571,0.21181942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.67666137,1.3635962,1.78241764,0.84259585,3.14601383,0.24640719,Lophuromys melanonyx,0,0,0,1,0,0,0,0
Lophuromys_nudicaudus,0,1.211,3.48400549,101.5224,15.08056,134.03044,68.98886,63.1987727,2.983,72.03284,3.44920908,1.322,0.00338508,-5.764517,42.340685,1.55,3.98404,48.8090729,42.79121,5.26913041,6.79842,4.35920374,1.22975,4.673,1.445,2.043,25.73963,20.52981,94.24655,37.59281,3.6357563,9.23058,49.6187727,12.6040148,5.22,-4.34,0.43,14.73,8.16,11.45,1,3.12500461,1,0.05,171.3,241.24,1284.35,1510.17,0.69475575,5.29274988,0.06676697,0.09101658,0.49732084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.88791622,0.43825493,1.38229638,1.24818264,1.82055131,0.21080749,Lophuromys nudicaudus,0,0,0,1,0,0,0,0
Lophuromys_rahmi,0,1.764,4.21480361,126.43673,12.72971,118.8336,97.35088,85.5669527,2.32174074,76.15064,3.41619409,1.451,0.0020553,-6.2035744,42.32742,1.94,4.75292,47.85333,46.89498,6.05171653,10.42714,4.25111601,1.64485,4.427,1.397,2.029,21.97027,23.72905,105.77507,72.98169,3.7571363,8.20468,59.9947027,10.8788861,-1.22,-4.81,-3.02,29.84,28.07,28.95,7,4.98106916,17,0.11,100.43,185.72,1342.4,1526.61,0.70992425,4.44719628,0.05216993,0.07971347,0.73802687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.86814071,0.66268797,1.55875917,1.438603,2.22144714,0.22132196,Lophuromys rahmi,0,0,0,1,0,0,0,0
Lophuromys_roseveari,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Lophuromys roseveari,0,0,0,1,0,0,0,0
Lophuromys_sikapusi,1,1.542,4.13868038,118.07,9.24912,121.32287,85.64025,74.0084899,2.60574074,99.95422,3.42795243,1.605,0.00159,-6.260652,42.21344,3,4.69443,48.94651,43.26704,5.36129217,11.27825,4.2960619,2.18925,4.248,1.521,1.849,13.67,13.61,105.5593,67.60823,3.6453763,8.34258,61.1452527,10.8682489,-0.3294877,-5.117924,-2.6230163,44.34062,35.4746039,41.4843931,15.823,4.76590754,25.792,0.12416915,120.16823,196.956623,1225.91816,1498.76015,0.6887267,1.7448718,0.04556794,0.07531067,0.8920946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.89072807,1.09861229,1.5463767,1.42037699,2.64498899,0.21677035,Lophuromys sikapusi,0,0,0,1,0,0,0,0
Lophuromys_woosnami,0,1.807,3.74099741,131.35598,12.95317,124.3538,97.53418,85.6572927,2.30374074,77.45927,3.4657359,1.456,0.00233,-6.1237393,47.12953,1.97,4.40465,50.47149,49.15922,6.02461641,10.16639,4.34930864,1.7496,4.324,1.385,1.84,22.9807,24.24747,110.14695,74.2073,3.4841163,8.85445,65.6933827,11.4267843,1.57,-5,-1.71,31.76,28.28,30.02,12,4.86761137,20,0.11,98.83,196.33,1310.99,1529.68,0.66971601,4.11715694,0.05268322,0.08023554,0.97772361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.92140862,0.67803354,1.4826608,1.31935226,2.16069434,0.21589929,Lophuromys woosnami,0,0,0,1,0,0,0,0
Macrotarsomys_bastardi,0,1,3.34814816,89.99,16.78239,136.63222,37.50753,37.5718,5,66.01491,3.17763708,2,0.00398859,-5.6333622,37.354445,2.5,3.51908,55.77657,34.61811,5.77920134,2,4.34722367,2.15750091,5.77858824,1,2,26.76714,14.1213,85.62742,28.98908,3.6539463,6.49197,52.0553927,11.4555011,-15.67,-25.49,-20.58,47.58,43.22,45.4,2,2.48323859,3,0.18,75.62,240.67,859.05,1619.86,0.73998485,6.01123156,0.06083603,0.09022843,0.30285781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.02135389,0.91629073,1.25819959,1.20840741,2.17449032,0.20559331,Macrotarsomys bastardi,0,0,0,1,0,0,0,0
Macrotarsomys_ingens,0,1,4.00715135,120,15.64414,134.41444,80.74497,76.5848427,3.087,77.93005,3.36995139,3,0.00357505,-5.8738583,44.081405,2.87341,3.19763625,44.4758329,39.58533,5.35154447,5.61274,4.43563144,2.06166,5.17,2,1.981,26.67965,30.7482861,100.24638,47.51337,3.6421063,7.25013,60.7609627,5.77299754,-16.26,-16.45,-16.36,47.17,46.98,47.08,17,3.17805383,17,0.18,129,264.5,906.5,1602,0.64585402,6.35794631,0.07690436,0.09712274,0.59321157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.79494596,1.05549948,1.16241187,1.3880806,2.21791134,0.22622207,Macrotarsomys ingens,0,0,0,1,0,0,0,0
Malacomys_cansdalei,0,1.13,4.15071169,121.9934,16.21195,136.08,88.82359,81.6722327,3.176,80.69528,3.46331602,1.358,0.00322418,-5.798963,44.71005,2.45117,4.15551625,52.4423829,46.71314,5.15588836,7.6377,4.40000814,1.1745,5.192,1.74875,1.993,27.487244,25.19165,100.08371,52.25121,3.6156963,9.12622,58.5384927,11.816501,7.57,4.73,6.15,-0.05,-5.53,-2.79,18,4.81664593,20,0.13,118.5,263.75,1363.82,1607.24,0.71417481,5.70876644,0.06716547,0.08738225,0.6266393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9597151,0.89656546,1.42443667,1.42327981,2.32100213,0.20200394,Malacomys cansdalei,0,0,0,1,0,0,0,0
Malacomys_edwardsi,0,1.131,4.15543966,119.50182,16.52154,136.56836,88.85854,81.2249227,3.267,76.81991,3.45084065,1.298,0.00285,-5.6185226,46.11709,2.46,4.35631,53.5449429,45.96647,5.04361865,7.96074,4.4030103,1.1725,5.347,1.779,1.947,27.09286,24.98797,99.39308,48.2226,3.6059563,9.25294,58.6721827,12.8686514,9.53,4.35,6.94,6.08,-13.29,-3.6,3,4.83818486,13,0.09,172.79,259,1310.52,1583.32,0.72427669,5.85791583,0.06837173,0.08706324,0.60682578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.98052136,0.90016135,1.47162537,1.42441824,2.37178672,0.19870236,Malacomys edwardsi,0,0,0,1,0,0,0,0
Malacomys_longipes,0,1,4.56059114,131.36745,15.1602657,128.58321,99.28997,96.6688127,3.011,77.4782,3.41552957,1,0.00258788,-5.9788559,53.23581,2.91,3.50595,47.46358,46.66202,5.18345087,5.99706,4.43072699,1.15863,5.179,1,1.789,26.73064,30.6262961,99.40794,67.44111,3.4899763,8.49425,54.4073427,14.9545607,7.78,-10.89,-1.55,32.52,-8.73,11.89,0,3.76815264,1,0.13,144.84,243.11,1346.51,1553.25,0.59938989,5.89694976,0.07110266,0.09408538,0.66994534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.85996268,1.06815308,1.25446153,1.51745225,2.32261461,0.21155237,Malacomys longipes,0,0,0,1,0,0,0,0
Malacothrix_typica,0,1.196,2.83438912,81.92135,17.63607,111,20.61,21.7,3,100.97512,3.272227,1.846,0.00431138,-5.4383022,58.0812121,4.04,1,51.66555,26,5.96916381,30.1545,4.18372812,3.3452,6.254,1.189,2,31.81,12.1842961,75.29625,45.76417,3.2765563,6.35647,62.3801727,14.4151423,-7.63,-34.83,-21.23,28.08,13.67,20.87,0,2.56494936,0,0.09,38.38,186.15,480.67,1281.22,0.53668702,5.82934546,0.07703096,0.09013855,0.07554696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.94479122,1.39624469,0,1.04182644,1.39624469,0.21527346,Malacothrix typica,0,0,0,1,0,0,0,0
Mastomys_awashensis,0,1.912,4.51493278,139.11028,11.28139,105.38891,102.975,89.1270227,2.35874074,84.82819,3.38523489,1.62,0.00128913,-6.6243869,42.5861,2.554315,4.57441,43.86108,44.04353,7.46570331,11.23052,4.1758401,1.75275,4.03,1.369,1.867,20.42441,24.73418,112.19194,80.57718,3.92016,7.7489,67.0784627,10.6088513,0.05392,-4.5405513,-2.5303882,37.87502,32.0901239,35.69993,10.673,4.62554005,15.7035,0.12321536,95.30724,182.815173,1068.20287,1471.97762,0.69502897,4.44246829,0.05045853,0.07915794,0.72272499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.78102737,0.93778409,1.52047773,1.5073903,2.45826182,0.23441129,Mastomys awashensis,0,0,0,1,0,0,0,0
Mastomys_coucha,0,1.371,3.98545932,106.91512,16.9250857,118.02788,51.40294,45.51047,3.053,56.65978,3.15514039,1.472,0.00330528,-5.9105019,35.74,7.96,4.02365,52.75241,32.68712,6.16321091,19.6026,4.32493477,1.88069091,6.863,1.122,1.911,26.28697,15.8478761,82.08713,35.13046,3.56,6.52095,45.1369327,13.3635559,-17.94,-34.21,-26.07,32.79,16.91,24.85,0,3.55134004,1,0.1,47.2,176.25,635.68,1253.74,0.72380778,6.24289663,0.04878681,0.0801678,0.32633586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.96560946,2.074429,1.39218945,1.38265257,3.46661845,0.21209857,Mastomys coucha,0,0,0,1,0,0,0,0
Mastomys_huberti,1,1.099,3.69417214,102.26826,15.3894057,121.51089,45.66867,36.78624,3.44988889,77.8871,3.21357309,1.448,0.00254083,-6.0152541,32.95363,3.94985,3.96971,50.1936,36.37339,6.02941424,10.7951,4.26382242,1.44009091,6.439,1.29775,1.979,25.64476,12.3410361,83.18524,27.97526,3.81122201,7.82951,52.6192127,15.4939346,14.85,-3.62,5.61,51.41,-17.53,16.93,0,3.74785566,1,0.1,87,246.61,890.62,1604,0.72304513,5.30105604,0.0511796,0.082728,0.31028626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.91588753,1.3736776,1.37869304,1.30675648,2.75237065,0.21561164,Mastomys huberti,0,0,0,1,0,0,0,0
Mastomys_natalensis,1,1.815,3.7340918,119.66,15.5,88.1,32.97,41.74,2,70.62701,3.16294019,1.752,0.000918,-7.0574161,28,9.23,2,48.3274,30.7,7.17414221,21.85536,4.09584344,1.87734091,7.248,1.205,2,20,12.09,84.98663,43.54324,3.97279857,6.83643,62.5146027,14.1345282,13.98,-33.44,-9.72,38.59,-13.93,12.32,0,3.50705777,1,0.12,65.35,206.8,784.37,1393.98,0.72696254,6.10606061,0.0556041,0.0778934,0.29666519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.87799869,2.22245905,0.69314718,1.31750463,2.91560623,0.22344683,Mastomys natalensis,0,0,0,1,0,0,0,0
Mastomys_pernanus,0,1.314,3.90519195,112.686334,12.22601,105.50462,66.05624,52.6370194,2.76974074,69.00628,3.37987051,1.57,0.00207277,-6.2354403,32.03306,2.74676,5.23625,40.474,37.36787,6.30900242,10.11782,4.04706604,1.60938,4.709,1.512,1.827,20.38217,16.6551261,93.62207,40.64633,3.8833763,6.92798,53.4516727,10.1163618,-1,-2.96,-1.98,35.88,30.04,32.96,10,4.15245623,10,0.16,74.76,197.88,1143.55,1579.27,0.75294202,4.64080764,0.05586058,0.08324026,0.54630318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.70065979,1.01042204,1.65560559,1.36230694,2.66602763,0.24059687,Mastomys pernanus,0,0,0,1,0,0,0,0
Mastomys_shortridgei,0,1.238,3.83945231,104.36022,17.83869,128.38458,49.85823,43.99782,3.00088889,64.57993,3.38485745,1.417,0.00421935,-5.6180505,35.69065,3.51062,4.37388,55.19774,34.9491,6.34491478,16.41249,4.37425875,2.33425,4.693,1.13322222,1.826,26.83039,14.2327961,82.60969,31.62113,3.6719163,6.57637,43.6941127,10.0378113,-17.53,-18.59,-18.06,21.67,18.93,20.3,1,1.09527339,1,0,46.3,234.69,614.78,1498.73,0.74147259,5.56945939,0.05487788,0.08355978,0.358299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.01092201,1.25579266,1.47565049,1.34532973,2.73144315,0.2084782,Mastomys shortridgei,0,0,0,1,0,0,0,0
